ICD9Code,level2,level1,icd9_3d
"550",AbdominalHernia,,"550"
"550.00",AbdominalHernia,,"550"
"550.01",AbdominalHernia,,"550"
"550.02",AbdominalHernia,,"550"
"550.03",AbdominalHernia,,"550"
"550.10",AbdominalHernia,,"550"
"550.11",AbdominalHernia,,"550"
"550.12",AbdominalHernia,,"550"
"550.13",AbdominalHernia,,"550"
"550.9",AbdominalHernia,,"550"
"550.90",AbdominalHernia,,"550"
"550.91",AbdominalHernia,,"550"
"550.92",AbdominalHernia,,"550"
"550.93",AbdominalHernia,,"550"
"551.00",AbdominalHernia,,"551"
"551.01",AbdominalHernia,,"551"
"551.02",AbdominalHernia,,"551"
"551.03",AbdominalHernia,,"551"
"551.1",AbdominalHernia,,"551"
"551.20",AbdominalHernia,,"551"
"551.21",AbdominalHernia,,"551"
"551.29",AbdominalHernia,,"551"
"551.3",AbdominalHernia,,"551"
"551.8",AbdominalHernia,,"551"
"551.9",AbdominalHernia,,"551"
"552.00",AbdominalHernia,,"552"
"552.01",AbdominalHernia,,"552"
"552.02",AbdominalHernia,,"552"
"552.03",AbdominalHernia,,"552"
"552.1",AbdominalHernia,,"552"
"552.2",AbdominalHernia,,"552"
"552.20",AbdominalHernia,,"552"
"552.21",AbdominalHernia,,"552"
"552.29",AbdominalHernia,,"552"
"552.3",AbdominalHernia,,"552"
"552.8",AbdominalHernia,,"552"
"552.9",AbdominalHernia,,"552"
"553",AbdominalHernia,,"553"
"553.00",AbdominalHernia,,"553"
"553.01",AbdominalHernia,,"553"
"553.02",AbdominalHernia,,"553"
"553.03",AbdominalHernia,,"553"
"553.1",AbdominalHernia,,"553"
"553.2",AbdominalHernia,,"553"
"553.20",AbdominalHernia,,"553"
"553.21",AbdominalHernia,,"553"
"553.29",AbdominalHernia,,"553"
"553.3",AbdominalHernia,,"553"
"553.8",AbdominalHernia,,"553"
"553.9",AbdominalHernia,,"553"
"789",AbdominalPain,DMSympton,"789"
"789.0",AbdominalPain,DMSympton,"789"
"789.00",AbdominalPain,DMSympton,"789"
"789.01",AbdominalPain,DMSympton,"789"
"789.02",AbdominalPain,DMSympton,"789"
"789.03",AbdominalPain,DMSympton,"789"
"789.04",AbdominalPain,DMSympton,"789"
"789.05",AbdominalPain,DMSympton,"789"
"789.06",AbdominalPain,DMSympton,"789"
"789.07",AbdominalPain,DMSympton,"789"
"789.09",AbdominalPain,DMSympton,"789"
"V65.42",AbuseMonotoring,,"V65"
"706.0",Acne,SkinInflammatory,"706"
"706.1",Acne,SkinInflammatory,"706"
"466",AcuteBronchitis,RespInfec,"466"
"466.0",AcuteBronchitis,RespInfec,"466"
"466.1",AcuteBronchitis,RespInfec,"466"
"466.11",AcuteBronchitis,RespInfec,"466"
"466.19",AcuteBronchitis,RespInfec,"466"
"595",AcuteCystitis,DMSympton,"595"
"595.0",AcuteCystitis,DMSympton,"595"
"595.89",AcuteCystitis,DMSympton,"595"
"595.9",AcuteCystitis,DMSympton,"595"
"599.0",AcuteCystitis,DMSympton,"599"
"309.21",,,"309"
"309.22",,,"309"
"309.23",,,"309"
"309.24",,,"309"
"309.28",,,"309"
"309.29",,,"309"
"309.3",,,"309"
"309.4",,,"309"
"309.8",,,"309"
"309.81",,,"309"
"309.82",,,"309"
"309.83",,,"309"
"309.89",,,"309"
"309.9",,,"309"
"291.0",Alcohol,,"291"
"291.1",Alcohol,,"291"
"291.2",Alcohol,,"291"
"291.3",Alcohol,,"291"
"291.4",Alcohol,,"291"
"291.5",Alcohol,,"291"
"291.8",Alcohol,,"291"
"291.81",Alcohol,,"291"
"291.82",Alcohol,,"291"
"291.89",Alcohol,,"291"
"291.9",Alcohol,,"291"
"303",Alcohol,,"303"
"303.00",Alcohol,,"303"
"303.01",Alcohol,,"303"
"303.02",Alcohol,,"303"
"303.03",Alcohol,,"303"
"303.9",Alcohol,,"303"
"303.90",Alcohol,,"303"
"303.91",Alcohol,,"303"
"303.92",Alcohol,,"303"
"303.93",Alcohol,,"303"
"305.0",Alcohol,,"305"
"305.00",Alcohol,,"305"
"305.01",Alcohol,,"305"
"305.02",Alcohol,,"305"
"305.03",Alcohol,,"305"
"571",Alcohol,,"571"
"571.0",Alcohol,,"571"
"571.1",Alcohol,,"571"
"571.2",Alcohol,,"571"
"571.3",Alcohol,,"571"
"V11.3",Alcohol,,"V11"
"V79.1",Alcohol,,"V79"
"477.1",Allergy,,"477"
"518.6",Allergy,,"518"
"558.3",Allergy,,"558"
"692.0",Allergy,,"692"
"692.1",Allergy,,"692"
"692.2",Allergy,,"692"
"692.3",Allergy,,"692"
"692.4",Allergy,,"692"
"692.5",Allergy,,"692"
"692.6",Allergy,,"692"
"692.7",Allergy,,"692"
"692.70",Allergy,,"692"
"692.71",Allergy,,"692"
"692.72",Allergy,,"692"
"692.73",Allergy,,"692"
"692.74",Allergy,,"692"
"692.79",Allergy,,"692"
"692.8",Allergy,,"692"
"692.81",Allergy,,"692"
"692.82",Allergy,,"692"
"692.83",Allergy,,"692"
"692.84",Allergy,,"692"
"692.89",Allergy,,"692"
"693.0",Allergy,,"693"
"693.1",Allergy,,"693"
"693.8",Allergy,,"693"
"693.9",Allergy,,"693"
"995.0",Allergy,,"995"
"995.3",Allergy,,"995"
"995.60",Allergy,,"995"
"995.61",Allergy,,"995"
"995.62",Allergy,,"995"
"995.63",Allergy,,"995"
"995.64",Allergy,,"995"
"995.65",Allergy,,"995"
"995.66",Allergy,,"995"
"995.67",Allergy,,"995"
"995.68",Allergy,,"995"
"995.69",Allergy,,"995"
"995.7",Allergy,,"995"
"V07.1",Allergy,,"V07"
"V14.0",Allergy,,"V14"
"V14.1",Allergy,,"V14"
"V14.2",Allergy,,"V14"
"V14.3",Allergy,,"V14"
"V14.4",Allergy,,"V14"
"V14.5",Allergy,,"V14"
"V14.6",Allergy,,"V14"
"V14.7",Allergy,,"V14"
"V14.8",Allergy,,"V14"
"V14.9",Allergy,,"V14"
"V15.0",Allergy,,"V15"
"V15.01",Allergy,,"V15"
"V15.02",Allergy,,"V15"
"V15.03",Allergy,,"V15"
"V15.04",Allergy,,"V15"
"V15.05",Allergy,,"V15"
"V15.06",Allergy,,"V15"
"V15.07",Allergy,,"V15"
"V15.08",Allergy,,"V15"
"V15.09",Allergy,,"V15"
"410",AMI,IschemicCardiopathy,"410"
"410.0",AMI,IschemicCardiopathy,"410"
"410.00",AMI,IschemicCardiopathy,"410"
"410.01",AMI,IschemicCardiopathy,"410"
"410.02",AMI,IschemicCardiopathy,"410"
"410.1",AMI,IschemicCardiopathy,"410"
"410.10",AMI,IschemicCardiopathy,"410"
"410.11",AMI,IschemicCardiopathy,"410"
"410.12",AMI,IschemicCardiopathy,"410"
"410.2",AMI,IschemicCardiopathy,"410"
"410.20",AMI,IschemicCardiopathy,"410"
"410.21",AMI,IschemicCardiopathy,"410"
"410.22",AMI,IschemicCardiopathy,"410"
"410.3",AMI,IschemicCardiopathy,"410"
"410.30",AMI,IschemicCardiopathy,"410"
"410.31",AMI,IschemicCardiopathy,"410"
"410.32",AMI,IschemicCardiopathy,"410"
"410.4",AMI,IschemicCardiopathy,"410"
"410.40",AMI,IschemicCardiopathy,"410"
"410.41",AMI,IschemicCardiopathy,"410"
"410.42",AMI,IschemicCardiopathy,"410"
"410.5",AMI,IschemicCardiopathy,"410"
"410.50",AMI,IschemicCardiopathy,"410"
"410.51",AMI,IschemicCardiopathy,"410"
"410.52",AMI,IschemicCardiopathy,"410"
"410.6",AMI,IschemicCardiopathy,"410"
"410.60",AMI,IschemicCardiopathy,"410"
"410.61",AMI,IschemicCardiopathy,"410"
"410.62",AMI,IschemicCardiopathy,"410"
"410.7",AMI,IschemicCardiopathy,"410"
"410.70",AMI,IschemicCardiopathy,"410"
"410.71",AMI,IschemicCardiopathy,"410"
"410.72",AMI,IschemicCardiopathy,"410"
"410.8",AMI,IschemicCardiopathy,"410"
"410.80",AMI,IschemicCardiopathy,"410"
"410.81",AMI,IschemicCardiopathy,"410"
"410.82",AMI,IschemicCardiopathy,"410"
"410.9",AMI,IschemicCardiopathy,"410"
"410.90",AMI,IschemicCardiopathy,"410"
"410.91",AMI,IschemicCardiopathy,"410"
"410.92",AMI,IschemicCardiopathy,"410"
"411.0",AMI,IschemicCardiopathy,"411"
"411.1",AMI,IschemicCardiopathy,"411"
"411.8",AMI,IschemicCardiopathy,"411"
"411.81",AMI,IschemicCardiopathy,"411"
"411.89",AMI,IschemicCardiopathy,"411"
"412",AMI,IschemicCardiopathy,"412"
"412.",AMI,IschemicCardiopathy,"412"
"285",DeficiencyAnemia,Anemia,"285"
"285.8",DeficiencyAnemia,Anemia,"285"
"285.9",DeficiencyAnemia,Anemia,"285"
"799.02",DeficiencyAnemia,Anemia,"799"
"413",AnginaPectoris,IschemicCardiopathy,"413"
"413.0",AnginaPectoris,IschemicCardiopathy,"413"
"413.1",AnginaPectoris,IschemicCardiopathy,"413"
"413.9",AnginaPectoris,IschemicCardiopathy,"413"
"293.84",Anxiety,DMSympton,"293"
"300",Anxiety,DMSympton,"300"
"300.0",Anxiety,DMSympton,"300"
"300.00",Anxiety,DMSympton,"300"
"300.01",Anxiety,DMSympton,"300"
"300.02",Anxiety,DMSympton,"300"
"300.09",Anxiety,DMSympton,"300"
"799.2",Anxiety,DMSympton,"799"
"799.21",Anxiety,DMSympton,"799"
"799.22",Anxiety,DMSympton,"799"
"799.23",Anxiety,DMSympton,"799"
"799.24",Anxiety,DMSympton,"799"
"799.25",Anxiety,DMSympton,"799"
"799.29",Anxiety,DMSympton,"799"
"713.0",Arthropathy,DMSymptom,"713"
"713.1",Arthropathy,DMSymptom,"713"
"713.2",Arthropathy,DMSymptom,"713"
"713.3",Arthropathy,DMSymptom,"713"
"713.4",Arthropathy,DMSymptom,"713"
"713.5",Arthropathy,DMSymptom,"713"
"713.6",Arthropathy,DMSymptom,"713"
"713.7",Arthropathy,DMSymptom,"713"
"713.8",Arthropathy,DMSymptom,"713"
"716.5",Arthropathy,DMSymptom,"716"
"716.50",Arthropathy,DMSymptom,"716"
"716.51",Arthropathy,DMSymptom,"716"
"716.52",Arthropathy,DMSymptom,"716"
"716.53",Arthropathy,DMSymptom,"716"
"716.54",Arthropathy,DMSymptom,"716"
"716.55",Arthropathy,DMSymptom,"716"
"716.56",Arthropathy,DMSymptom,"716"
"716.57",Arthropathy,DMSymptom,"716"
"716.58",Arthropathy,DMSymptom,"716"
"716.59",Arthropathy,DMSymptom,"716"
"716.60",Arthropathy,DMSymptom,"716"
"716.61",Arthropathy,DMSymptom,"716"
"716.62",Arthropathy,DMSymptom,"716"
"716.63",Arthropathy,DMSymptom,"716"
"716.64",Arthropathy,DMSymptom,"716"
"716.65",Arthropathy,DMSymptom,"716"
"716.66",Arthropathy,DMSymptom,"716"
"716.67",Arthropathy,DMSymptom,"716"
"716.68",Arthropathy,DMSymptom,"716"
"716.80",Arthropathy,DMSymptom,"716"
"716.81",Arthropathy,DMSymptom,"716"
"716.82",Arthropathy,DMSymptom,"716"
"716.83",Arthropathy,DMSymptom,"716"
"716.84",Arthropathy,DMSymptom,"716"
"716.85",Arthropathy,DMSymptom,"716"
"716.86",Arthropathy,DMSymptom,"716"
"716.87",Arthropathy,DMSymptom,"716"
"716.88",Arthropathy,DMSymptom,"716"
"716.89",Arthropathy,DMSymptom,"716"
"716.9",Arthropathy,DMSymptom,"716"
"716.90",Arthropathy,DMSymptom,"716"
"716.91",Arthropathy,DMSymptom,"716"
"716.92",Arthropathy,DMSymptom,"716"
"716.93",Arthropathy,DMSymptom,"716"
"716.94",Arthropathy,DMSymptom,"716"
"716.95",Arthropathy,DMSymptom,"716"
"716.96",Arthropathy,DMSymptom,"716"
"716.97",Arthropathy,DMSymptom,"716"
"716.98",Arthropathy,DMSymptom,"716"
"716.99",Arthropathy,DMSymptom,"716"
"493",Asthma,DMSymptom,"493"
"493.0",Asthma,DMSymptom,"493"
"493.00",Asthma,DMSymptom,"493"
"493.01",Asthma,DMSymptom,"493"
"493.02",Asthma,DMSymptom,"493"
"493.1",Asthma,DMSymptom,"493"
"493.10",Asthma,DMSymptom,"493"
"493.11",Asthma,DMSymptom,"493"
"493.12",Asthma,DMSymptom,"493"
"493.2",Asthma,DMSymptom,"493"
"493.20",Asthma,DMSymptom,"493"
"493.21",Asthma,DMSymptom,"493"
"493.22",Asthma,DMSymptom,"493"
"493.8",Asthma,DMSymptom,"493"
"493.81",Asthma,DMSymptom,"493"
"493.82",Asthma,DMSymptom,"493"
"493.9",Asthma,DMSymptom,"493"
"493.90",Asthma,DMSymptom,"493"
"493.91",Asthma,DMSymptom,"493"
"493.92",Asthma,DMSymptom,"493"
"414",AtherosclerosisCoronary,,"414"
"414.0",AtherosclerosisCoronary,,"414"
"414.00",AtherosclerosisCoronary,,"414"
"414.01",AtherosclerosisCoronary,,"414"
"414.02",AtherosclerosisCoronary,,"414"
"414.03",AtherosclerosisCoronary,,"414"
"414.04",AtherosclerosisCoronary,,"414"
"414.05",AtherosclerosisCoronary,,"414"
"414.06",AtherosclerosisCoronary,,"414"
"414.07",AtherosclerosisCoronary,,"414"
"414.2",AtherosclerosisCoronary,,"414"
"414.3",AtherosclerosisCoronary,,"414"
"414.8",AtherosclerosisCoronary,,"414"
"414.9",AtherosclerosisCoronary,,"414"
"V45.81",AtherosclerosisCoronary,,"V45"
"V45.82",AtherosclerosisCoronary,,"V45"
"440",AtherosclerosisPeripheral,,"440"
"440.0",AtherosclerosisPeripheral,,"440"
"440.1",AtherosclerosisPeripheral,,"440"
"440.2",AtherosclerosisPeripheral,,"440"
"440.20",AtherosclerosisPeripheral,,"440"
"440.21",AtherosclerosisPeripheral,,"440"
"440.22",AtherosclerosisPeripheral,,"440"
"440.23",AtherosclerosisPeripheral,,"440"
"440.24",AtherosclerosisPeripheral,,"440"
"440.29",AtherosclerosisPeripheral,,"440"
"440.30",AtherosclerosisPeripheral,,"440"
"440.31",AtherosclerosisPeripheral,,"440"
"440.32",AtherosclerosisPeripheral,,"440"
"440.4",AtherosclerosisPeripheral,,"440"
"440.8",AtherosclerosisPeripheral,,"440"
"440.9",AtherosclerosisPeripheral,,"440"
"443.9",AtherosclerosisPeripheral,,"443"
"557.0",,,"557"
"557.1",,,"557"
"557.9",,,"557"
"785.4",AtherosclerosisPeripheral,,"785"
"281.1",DeficiencyAnemia,Anemia,"281"
"724.1",BackPain,Back,"724"
"724.5",BackPain,Back,"724"
"596.4",Bladder,DMSymptom,"596"
"596.5",Bladder,DMSymptom,"596"
"596.51",Bladder,DMSymptom,"596"
"596.52",Bladder,DMSymptom,"596"
"596.53",Bladder,DMSymptom,"596"
"596.54",Bladder,DMSymptom,"596"
"596.55",Bladder,DMSymptom,"596"
"596.59",Bladder,DMSymptom,"596"
"369",BlindDeficiency,DMSymptom,"369"
"369.0",BlindDeficiency,DMSymptom,"369"
"369.00",BlindDeficiency,DMSymptom,"369"
"369.01",BlindDeficiency,DMSymptom,"369"
"369.02",BlindDeficiency,DMSymptom,"369"
"369.03",BlindDeficiency,DMSymptom,"369"
"369.04",BlindDeficiency,DMSymptom,"369"
"369.05",BlindDeficiency,DMSymptom,"369"
"369.06",BlindDeficiency,DMSymptom,"369"
"369.07",BlindDeficiency,DMSymptom,"369"
"369.08",BlindDeficiency,DMSymptom,"369"
"369.10",BlindDeficiency,DMSymptom,"369"
"369.11",BlindDeficiency,DMSymptom,"369"
"369.12",BlindDeficiency,DMSymptom,"369"
"369.13",BlindDeficiency,DMSymptom,"369"
"369.14",BlindDeficiency,DMSymptom,"369"
"369.15",BlindDeficiency,DMSymptom,"369"
"369.16",BlindDeficiency,DMSymptom,"369"
"369.17",BlindDeficiency,DMSymptom,"369"
"369.18",BlindDeficiency,DMSymptom,"369"
"369.2",BlindDeficiency,DMSymptom,"369"
"369.20",BlindDeficiency,DMSymptom,"369"
"369.21",BlindDeficiency,DMSymptom,"369"
"369.22",BlindDeficiency,DMSymptom,"369"
"369.23",BlindDeficiency,DMSymptom,"369"
"369.24",BlindDeficiency,DMSymptom,"369"
"369.25",BlindDeficiency,DMSymptom,"369"
"369.3",BlindDeficiency,DMSymptom,"369"
"369.4",BlindDeficiency,DMSymptom,"369"
"369.60",BlindDeficiency,DMSymptom,"369"
"369.61",BlindDeficiency,DMSymptom,"369"
"369.62",BlindDeficiency,DMSymptom,"369"
"369.63",BlindDeficiency,DMSymptom,"369"
"369.64",BlindDeficiency,DMSymptom,"369"
"369.65",BlindDeficiency,DMSymptom,"369"
"369.66",BlindDeficiency,DMSymptom,"369"
"369.67",BlindDeficiency,DMSymptom,"369"
"369.68",BlindDeficiency,DMSymptom,"369"
"369.69",BlindDeficiency,DMSymptom,"369"
"369.70",BlindDeficiency,DMSymptom,"369"
"369.71",BlindDeficiency,DMSymptom,"369"
"369.72",BlindDeficiency,DMSymptom,"369"
"369.73",BlindDeficiency,DMSymptom,"369"
"369.74",BlindDeficiency,DMSymptom,"369"
"369.75",BlindDeficiency,DMSymptom,"369"
"369.76",BlindDeficiency,DMSymptom,"369"
"369.8",BlindDeficiency,DMSymptom,"369"
"369.9",BlindDeficiency,DMSymptom,"369"
"790.6",BloodAnormal,,"790"
"790.9",BloodAnormal,,"790"
"733.6",BoneCartilage,,"733"
"733.9",BoneCartilage,,"733"
"733.90",BoneCartilage,,"733"
"733.99",BoneCartilage,,"733"
"734",BoneDeformity,,"734"
"734.",BoneDeformity,,"734"
"735.0",BoneDeformity,,"735"
"735.1",BoneDeformity,,"735"
"735.2",BoneDeformity,,"735"
"735.3",BoneDeformity,,"735"
"735.4",BoneDeformity,,"735"
"735.5",BoneDeformity,,"735"
"735.8",BoneDeformity,,"735"
"735.9",BoneDeformity,,"735"
"736.00",BoneDeformity,,"736"
"736.01",BoneDeformity,,"736"
"736.02",BoneDeformity,,"736"
"736.03",BoneDeformity,,"736"
"736.04",BoneDeformity,,"736"
"736.05",BoneDeformity,,"736"
"736.06",BoneDeformity,,"736"
"736.07",BoneDeformity,,"736"
"736.09",BoneDeformity,,"736"
"736.1",BoneDeformity,,"736"
"736.20",BoneDeformity,,"736"
"736.21",BoneDeformity,,"736"
"736.22",BoneDeformity,,"736"
"736.29",BoneDeformity,,"736"
"736.30",BoneDeformity,,"736"
"736.31",BoneDeformity,,"736"
"736.32",BoneDeformity,,"736"
"736.39",BoneDeformity,,"736"
"736.41",BoneDeformity,,"736"
"736.42",BoneDeformity,,"736"
"736.5",BoneDeformity,,"736"
"736.6",BoneDeformity,,"736"
"736.70",BoneDeformity,,"736"
"736.71",BoneDeformity,,"736"
"736.72",BoneDeformity,,"736"
"736.73",BoneDeformity,,"736"
"736.74",BoneDeformity,,"736"
"736.75",BoneDeformity,,"736"
"736.76",BoneDeformity,,"736"
"736.79",BoneDeformity,,"736"
"736.81",BoneDeformity,,"736"
"736.89",BoneDeformity,,"736"
"736.9",BoneDeformity,,"736"
"592",Calculus,,"592"
"592.0",Calculus,,"592"
"592.1",Calculus,,"592"
"592.9",Calculus,,"592"
"594.0",Calculus,,"594"
"594.1",Calculus,,"594"
"594.2",Calculus,,"594"
"594.8",Calculus,,"594"
"594.9",Calculus,,"594"
"788.0",Calculus,,"788"
"V13.01",Calculus,,"V13"
"112",Candida,DMSymptom,"112"
"112.0",Candida,DMSymptom,"112"
"112.2",Candida,DMSymptom,"112"
"112.3",Candida,DMSymptom,"112"
"112.4",Candida,DMSymptom,"112"
"112.5",Candida,DMSymptom,"112"
"112.8",Candida,DMSymptom,"112"
"112.81",Candida,DMSymptom,"112"
"112.82",Candida,DMSymptom,"112"
"112.83",Candida,DMSymptom,"112"
"112.84",Candida,DMSymptom,"112"
"112.85",Candida,DMSymptom,"112"
"112.89",Candida,DMSymptom,"112"
"112.9",Candida,DMSymptom,"112"
"114.0",Candida,DMSymptom,"114"
"185",CaProstate,Prostate,"185"
"185.",CaProstate,Prostate,"185"
"236.5",CaProstate,Prostate,"236"
"V10.46",CaProstate,Prostate,"V10"
"398.91",CardiacInsufficiency,,"398"
"428",CardiacInsufficiency,,"428"
"428.0",CardiacInsufficiency,,"428"
"428.1",CardiacInsufficiency,,"428"
"428.2",CardiacInsufficiency,,"428"
"428.20",CardiacInsufficiency,,"428"
"428.21",CardiacInsufficiency,,"428"
"428.22",CardiacInsufficiency,,"428"
"428.23",CardiacInsufficiency,,"428"
"428.3",CardiacInsufficiency,,"428"
"428.30",CardiacInsufficiency,,"428"
"428.31",CardiacInsufficiency,,"428"
"428.32",CardiacInsufficiency,,"428"
"428.33",CardiacInsufficiency,,"428"
"428.40",CardiacInsufficiency,,"428"
"428.41",CardiacInsufficiency,,"428"
"428.42",CardiacInsufficiency,,"428"
"428.43",CardiacInsufficiency,,"428"
"428.9",CardiacInsufficiency,,"428"
"414.10",CardiacOther,,"414"
"414.11",CardiacOther,,"414"
"414.12",CardiacOther,,"414"
"414.19",CardiacOther,,"414"
"415.0",CardiacOther,,"415"
"415.1",CardiacOther,,"415"
"415.11",CardiacOther,,"415"
"415.12",CardiacOther,,"415"
"415.19",CardiacOther,,"415"
"416.0",CardiacOther,,"416"
"416.1",CardiacOther,,"416"
"416.2",CardiacOther,,"416"
"416.8",CardiacOther,,"416"
"416.9",CardiacOther,,"416"
"417.0",CardiacOther,,"417"
"417.1",CardiacOther,,"417"
"417.8",CardiacOther,,"417"
"417.9",CardiacOther,,"417"
"426.0",CardiacOther,,"426"
"426.10",CardiacOther,,"426"
"426.11",CardiacOther,,"426"
"426.12",CardiacOther,,"426"
"426.13",CardiacOther,,"426"
"426.2",CardiacOther,,"426"
"426.3",CardiacOther,,"426"
"426.4",CardiacOther,,"426"
"426.50",CardiacOther,,"426"
"426.51",CardiacOther,,"426"
"426.52",CardiacOther,,"426"
"426.53",CardiacOther,,"426"
"426.54",CardiacOther,,"426"
"426.6",CardiacOther,,"426"
"426.7",CardiacOther,,"426"
"426.81",CardiacOther,,"426"
"426.82",CardiacOther,,"426"
"426.89",CardiacOther,,"426"
"426.9",CardiacOther,,"426"
"429.2",CardiacOther,,"429"
"429.3",CardiacOther,,"429"
"429.4",CardiacOther,,"429"
"429.5",CardiacOther,,"429"
"429.6",CardiacOther,,"429"
"429.71",CardiacOther,,"429"
"429.79",CardiacOther,,"429"
"429.81",CardiacOther,,"429"
"429.82",CardiacOther,,"429"
"429.83",CardiacOther,,"429"
"429.89",CardiacOther,,"429"
"429.9",CardiacOther,,"429"
"441.0",CardiacOther,,"441"
"441.00",CardiacOther,,"441"
"441.01",CardiacOther,,"441"
"441.02",CardiacOther,,"441"
"441.03",CardiacOther,,"441"
"441.1",CardiacOther,,"441"
"441.2",CardiacOther,,"441"
"441.3",CardiacOther,,"441"
"441.4",CardiacOther,,"441"
"441.5",CardiacOther,,"441"
"441.6",CardiacOther,,"441"
"441.7",CardiacOther,,"441"
"441.9",CardiacOther,,"441"
"442.0",CardiacOther,,"442"
"442.1",CardiacOther,,"442"
"442.2",CardiacOther,,"442"
"442.3",CardiacOther,,"442"
"442.81",CardiacOther,,"442"
"442.82",CardiacOther,,"442"
"442.83",CardiacOther,,"442"
"442.84",CardiacOther,,"442"
"442.89",CardiacOther,,"442"
"442.9",CardiacOther,,"442"
"443",CardiacOther,,"443"
"443.0",CardiacOther,,"443"
"443.1",CardiacOther,,"443"
"443.21",CardiacOther,,"443"
"443.22",CardiacOther,,"443"
"443.23",CardiacOther,,"443"
"443.24",CardiacOther,,"443"
"443.29",CardiacOther,,"443"
"443.8",CardiacOther,,"443"
"443.81",CardiacOther,,"443"
"443.82",CardiacOther,,"443"
"444.0",CardiacOther,,"444"
"444.1",CardiacOther,,"444"
"444.21",CardiacOther,,"444"
"444.22",CardiacOther,,"444"
"444.81",CardiacOther,,"444"
"444.89",CardiacOther,,"444"
"444.9",CardiacOther,,"444"
"445.01",CardiacOther,,"445"
"445.02",CardiacOther,,"445"
"445.81",CardiacOther,,"445"
"445.89",CardiacOther,,"445"
"446.0",CardiacOther,,"446"
"446.1",CardiacOther,,"446"
"446.2",CardiacOther,,"446"
"446.20",CardiacOther,,"446"
"446.21",CardiacOther,,"446"
"446.29",CardiacOther,,"446"
"446.3",CardiacOther,,"446"
"446.4",CardiacOther,,"446"
"446.5",CardiacOther,,"446"
"446.6",CardiacOther,,"446"
"446.7",CardiacOther,,"446"
"447.0",CardiacOther,,"447"
"447.1",CardiacOther,,"447"
"447.2",CardiacOther,,"447"
"447.3",CardiacOther,,"447"
"447.4",CardiacOther,,"447"
"447.5",CardiacOther,,"447"
"447.6",CardiacOther,,"447"
"447.70",CardiacOther,,"447"
"447.8",CardiacOther,,"447"
"447.9",CardiacOther,,"447"
"448.0",CardiacOther,,"448"
"448.1",CardiacOther,,"448"
"448.9",CardiacOther,,"448"
"394",CardiacValve,,"394"
"394.0",CardiacValve,,"394"
"394.1",CardiacValve,,"394"
"394.2",CardiacValve,,"394"
"394.9",CardiacValve,,"394"
"395",CardiacValve,,"395"
"395.0",CardiacValve,,"395"
"395.1",CardiacValve,,"395"
"395.2",CardiacValve,,"395"
"395.9",CardiacValve,,"395"
"396",CardiacValve,,"396"
"396.0",CardiacValve,,"396"
"396.1",CardiacValve,,"396"
"396.2",CardiacValve,,"396"
"396.3",CardiacValve,,"396"
"396.8",CardiacValve,,"396"
"396.9",CardiacValve,,"396"
"397.0",CardiacValve,,"397"
"397.1",CardiacValve,,"397"
"397.9",CardiacValve,,"397"
"424.0",CardiacValve,,"424"
"424.1",CardiacValve,,"424"
"424.2",CardiacValve,,"424"
"424.3",CardiacValve,,"424"
"424.90",CardiacValve,,"424"
"424.91",CardiacValve,,"424"
"424.99",CardiacValve,,"424"
"785.2",CardiacValve,,"785"
"785.3",CardiacValve,,"785"
"V42.2",CardiacValve,,"V42"
"V43.3",CardiacValve,,"V43"
"v43.3",CardiacValve,,"v43"
"354.0",CarpalSyndrome,DMSymptom,"354"
"172",CaSkin,Skin,"172"
"172.0",CaSkin,Skin,"172"
"172.1",CaSkin,Skin,"172"
"172.2",CaSkin,Skin,"172"
"172.3",CaSkin,Skin,"172"
"172.4",CaSkin,Skin,"172"
"172.5",CaSkin,Skin,"172"
"172.6",CaSkin,Skin,"172"
"172.7",CaSkin,Skin,"172"
"172.8",CaSkin,Skin,"172"
"172.9",CaSkin,Skin,"172"
"173",CaSkin,Skin,"173"
"173.0",CaSkin,Skin,"173"
"173.1",CaSkin,Skin,"173"
"173.2",CaSkin,Skin,"173"
"173.21",CaSkin,Skin,"173"
"173.3",CaSkin,Skin,"173"
"173.31",CaSkin,Skin,"173"
"173.4",CaSkin,Skin,"173"
"173.5",CaSkin,Skin,"173"
"173.6",CaSkin,Skin,"173"
"173.61",CaSkin,Skin,"173"
"173.7",CaSkin,Skin,"173"
"173.72",CaSkin,Skin,"173"
"173.8",CaSkin,Skin,"173"
"173.9",CaSkin,Skin,"173"
"174",CaSkin,Skin,"174"
"232",CaSkin,Skin,"232"
"232.1",CaSkin,Skin,"232"
"232.2",CaSkin,Skin,"232"
"238.2",CaSkin,Skin,"238"
"366",Cataract,DMSymptom,"366"
"366.00",Cataract,DMSymptom,"366"
"366.01",Cataract,DMSymptom,"366"
"366.02",Cataract,DMSymptom,"366"
"366.03",Cataract,DMSymptom,"366"
"366.04",Cataract,DMSymptom,"366"
"366.09",Cataract,DMSymptom,"366"
"366.1",Cataract,DMSymptom,"366"
"366.10",Cataract,DMSymptom,"366"
"366.11",Cataract,DMSymptom,"366"
"366.12",Cataract,DMSymptom,"366"
"366.13",Cataract,DMSymptom,"366"
"366.14",Cataract,DMSymptom,"366"
"366.15",Cataract,DMSymptom,"366"
"366.16",Cataract,DMSymptom,"366"
"366.17",Cataract,DMSymptom,"366"
"366.18",Cataract,DMSymptom,"366"
"366.19",Cataract,DMSymptom,"366"
